TSTimePointResult
Time,Load BUS4 #1 MW,Load BUS4 #1 Mvar,Load BUS4 #1 Total Load MVA,Load BUS8 #1 V pu,Load BUS8 #1 MW,Load BUS8 #1 Mvar,Load BUS8 #1 Total Load MVA,Load BUS8 #1 V (kV),Load BUS8 #2 MW,Load BUS8 #2 Mvar,Load BUS8 #2 Total Load MVA
1.750000,2998.0011,0.0000,2998.0011,1.0000,2699.9874,1620.0001,3148.7033,13.7995,300.0000,180.0000,349.8571
1.791667,2998.0011,0.0000,2998.0011,1.0000,2699.9874,1620.0001,3148.7033,13.7995,300.0000,180.0000,349.8571
1.833333,2998.0011,0.0000,2998.0011,1.0000,2699.9872,1620.0001,3148.7031,13.7995,300.0000,180.0000,349.8571
1.875000,2998.0009,0.0000,2998.0009,1.0000,2699.9872,1620.0001,3148.7031,13.7995,300.0000,180.0000,349.8571
1.916667,2998.0009,0.0000,2998.0009,1.0000,2699.9872,1620.0001,3148.7031,13.7995,300.0000,180.0000,349.8571
1.958333,2998.0011,0.0000,2998.0011,1.0000,2699.9874,1620.0001,3148.7033,13.7995,300.0000,180.0000,349.8571
2.000000,2998.0011,0.0000,2998.0011,1.0000,2699.9874,1620.0001,3148.7033,13.7995,300.0000,180.0000,349.8571
2.041667,2998.0011,0.0000,2998.0011,1.0000,2699.9874,1620.0001,3148.7033,13.7995,300.0000,180.0000,349.8571
2.083333,2998.0011,0.0000,2998.0011,1.0000,2699.9874,1620.0001,3148.7033,13.7995,300.0000,180.0000,349.8571
2.125000,2998.0009,0.0000,2998.0009,1.0000,2699.9870,1620.0001,3148.7029,13.7995,300.0000,180.0000,349.8571
2.166667,2998.0007,0.0000,2998.0007,1.0000,2699.9868,1620.0001,3148.7028,13.7995,300.0000,180.0000,349.8571
2.208333,2998.0005,0.0000,2998.0005,1.0000,2699.9865,1620.0001,3148.7025,13.7995,300.0000,180.0000,349.8571
2.250000,2998.0003,0.0000,2998.0003,1.0000,2699.9865,1620.0001,3148.7025,13.7995,300.0000,180.0000,349.8571
2.291667,2998.0003,0.0000,2998.0003,1.0000,2699.9863,1620.0001,3148.7023,13.7995,300.0000,180.0000,349.8571
2.333333,2998.0003,0.0000,2998.0003,1.0000,2699.9861,1620.0001,3148.7021,13.7995,300.0000,180.0000,349.8571
2.375000,2998.0001,0.0000,2998.0001,1.0000,2699.9861,1620.0001,3148.7021,13.7995,300.0000,180.0000,349.8571
2.416667,2998.0001,0.0000,2998.0001,1.0000,2699.9861,1620.0001,3148.7021,13.7995,300.0000,180.0000,349.8571
2.458333,2998.0001,0.0000,2998.0001,1.0000,2699.9859,1620.0001,3148.7020,13.7995,300.0000,180.0000,349.8571
2.500000,2998.0001,0.0000,2998.0001,1.0000,2699.9859,1620.0001,3148.7020,13.7995,300.0000,180.0000,349.8571
2.541667,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
2.583333,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
2.625000,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
2.666667,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
2.708333,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
2.750000,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
2.791667,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
2.833333,2998.0000,0.0000,2998.0000,1.0000,2699.9859,1620.0001,3148.7020,13.7995,300.0000,180.0000,349.8571
2.875000,2998.0000,0.0000,2998.0000,1.0000,2699.9859,1620.0001,3148.7020,13.7995,300.0000,180.0000,349.8571
2.916667,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
2.958333,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
3.000000,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
3.041667,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
3.083333,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
3.125000,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
3.166667,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
3.208333,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
3.250000,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
3.291667,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
3.333333,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
3.375000,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
3.416667,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
3.458333,2997.9998,0.0000,2997.9998,1.0000,2699.9855,1620.0001,3148.7016,13.7995,300.0000,180.0000,349.8571
3.500000,2997.9998,0.0000,2997.9998,1.0000,2699.9855,1620.0001,3148.7016,13.7995,300.0000,180.0000,349.8571
3.541667,2997.9998,0.0000,2997.9998,1.0000,2699.9855,1620.0001,3148.7016,13.7995,300.0000,180.0000,349.8571
3.583333,2997.9998,0.0000,2997.9998,1.0000,2699.9855,1620.0001,3148.7016,13.7995,300.0000,180.0000,349.8571
3.625000,2997.9998,0.0000,2997.9998,1.0000,2699.9855,1620.0001,3148.7016,13.7995,300.0000,180.0000,349.8571
3.666667,2997.9998,0.0000,2997.9998,1.0000,2699.9855,1620.0001,3148.7016,13.7995,300.0000,180.0000,349.8571
3.708333,2997.9998,0.0000,2997.9998,1.0000,2699.9855,1620.0001,3148.7016,13.7995,300.0000,180.0000,349.8571
3.750000,2997.9998,0.0000,2997.9998,1.0000,2699.9853,1620.0001,3148.7015,13.7995,300.0000,180.0000,349.8571
3.791667,2997.9998,0.0000,2997.9998,1.0000,2699.9853,1620.0001,3148.7015,13.7995,300.0000,180.0000,349.8571
3.833333,2997.9998,0.0000,2997.9998,1.0000,2699.9853,1620.0001,3148.7015,13.7995,300.0000,180.0000,349.8571
3.875000,2997.9998,0.0000,2997.9998,1.0000,2699.9853,1620.0001,3148.7015,13.7995,300.0000,180.0000,349.8571
3.916667,2997.9998,0.0000,2997.9998,1.0000,2699.9853,1620.0001,3148.7015,13.7995,300.0000,180.0000,349.8571
3.958333,2997.9996,0.0000,2997.9996,1.0000,2699.9853,1620.0001,3148.7015,13.7995,300.0000,180.0000,349.8571
4.000000,2997.9996,0.0000,2997.9996,1.0000,2699.9853,1620.0001,3148.7015,13.7995,300.0000,180.0000,349.8571
4.041667,2997.9996,0.0000,2997.9996,1.0000,2699.9853,1620.0001,3148.7015,13.7995,300.0000,180.0000,349.8571
4.083333,2997.9996,0.0000,2997.9996,1.0000,2699.9853,1620.0001,3148.7015,13.7995,300.0000,180.0000,349.8571
4.125000,2997.9996,0.0000,2997.9996,1.0000,2699.9853,1620.0001,3148.7015,13.7995,300.0000,180.0000,349.8571
4.166667,2997.9996,0.0000,2997.9996,1.0000,2699.9851,1620.0001,3148.7013,13.7995,300.0000,180.0000,349.8571
4.208333,2997.9996,0.0000,2997.9996,1.0000,2699.9851,1620.0001,3148.7013,13.7995,300.0000,180.0000,349.8571
4.250000,2997.9996,0.0000,2997.9996,1.0000,2699.9851,1620.0001,3148.7013,13.7995,300.0000,180.0000,349.8571
4.291667,2997.9996,0.0000,2997.9996,1.0000,2699.9851,1620.0001,3148.7013,13.7995,300.0000,180.0000,349.8571
4.333333,2997.9996,0.0000,2997.9996,1.0000,2699.9851,1620.0001,3148.7013,13.7995,300.0000,180.0000,349.8571
4.375000,2997.9996,0.0000,2997.9996,1.0000,2699.9851,1620.0001,3148.7013,13.7995,300.0000,180.0000,349.8571
4.416667,2997.9996,0.0000,2997.9996,1.0000,2699.9851,1620.0001,3148.7013,13.7995,300.0000,180.0000,349.8571
4.458333,2997.9996,0.0000,2997.9996,1.0000,2699.9851,1620.0001,3148.7013,13.7995,300.0000,180.0000,349.8571
4.500000,2997.9996,0.0000,2997.9996,1.0000,2699.9851,1620.0001,3148.7013,13.7995,300.0000,180.0000,349.8571
4.541667,2997.9994,0.0000,2997.9994,1.0000,2699.9851,1620.0001,3148.7013,13.7995,300.0000,180.0000,349.8571
4.583333,2997.9994,0.0000,2997.9994,1.0000,2699.9849,1620.0001,3148.7011,13.7995,300.0000,180.0000,349.8571
4.625000,2997.9994,0.0000,2997.9994,1.0000,2699.9849,1620.0001,3148.7011,13.7995,300.0000,180.0000,349.8571
4.666667,2997.9994,0.0000,2997.9994,1.0000,2699.9849,1620.0001,3148.7011,13.7995,300.0000,180.0000,349.8571
4.708333,2997.9994,0.0000,2997.9994,1.0000,2699.9849,1620.0001,3148.7011,13.7995,300.0000,180.0000,349.8571
4.750000,2997.9994,0.0000,2997.9994,1.0000,2699.9849,1620.0001,3148.7011,13.7995,300.0000,180.0000,349.8571
4.791667,2997.9994,0.0000,2997.9994,1.0000,2699.9849,1620.0001,3148.7011,13.7995,300.0000,180.0000,349.8571
4.833333,2997.9996,0.0000,2997.9996,1.0000,2699.9853,1620.0001,3148.7015,13.7995,300.0000,180.0000,349.8571
4.875000,2998.0000,0.0000,2998.0000,1.0000,2699.9855,1620.0001,3148.7016,13.7995,300.0000,180.0000,349.8571
4.916667,2998.0000,0.0000,2998.0000,1.0000,2699.9857,1620.0001,3148.7018,13.7995,300.0000,180.0000,349.8571
4.958333,2998.0001,0.0000,2998.0001,1.0000,2699.9859,1620.0001,3148.7020,13.7995,300.0000,180.0000,349.8571
5.000000,2998.0001,0.0000,2998.0001,1.0000,2699.9859,1620.0001,3148.7020,13.7995,300.0000,180.0000,349.8571
5.000000,2824.6920,0.0000,2824.6920,0.9376,2455.3305,1620.0001,2941.6064,12.9390,300.0000,180.0000,349.8571
5.041667,2736.0943,0.0000,2736.0943,0.9041,2330.4922,1620.0001,2838.2379,12.4771,300.0000,180.0000,349.8571
5.083333,2675.7080,0.0000,2675.7080,0.8806,2245.5194,1620.0001,2768.8911,12.1527,300.0000,180.0000,349.8571
5.125000,2633.5690,0.0000,2633.5690,0.8639,2186.2875,1620.0001,2721.0758,11.9213,300.0000,180.0000,349.8571
5.166667,2609.8442,0.0000,2609.8442,0.8543,2152.9650,1620.0001,2694.3753,11.7891,300.0000,180.0000,349.8571
5.208333,2607.3133,0.0000,2607.3133,0.8533,2149.4116,1620.0001,2691.5368,11.7749,300.0000,180.0000,349.8571
5.250000,2626.7231,0.0000,2626.7231,0.8611,2176.6701,1620.0001,2713.3545,11.8833,300.0000,180.0000,349.8571
5.291667,2665.4922,0.0000,2665.4922,0.8766,2231.1550,1620.0001,2757.2546,12.0970,300.0000,180.0000,349.8571
5.333333,2717.8549,0.0000,2717.8549,0.8971,2304.8166,1620.0001,2817.1936,12.3800,300.0000,180.0000,349.8571
5.375000,2776.7229,0.0000,2776.7229,0.9196,2387.7186,1620.0001,2885.4116,12.6909,300.0000,180.0000,349.8571
5.416667,2835.4542,0.0000,2835.4542,0.9416,2470.5093,1620.0001,2954.2878,12.9940,300.0000,180.0000,349.8571
5.458333,2888.8298,0.0000,2888.8298,0.9611,2545.8103,1620.0001,3017.5405,13.2637,300.0000,180.0000,349.8571
5.500000,2931.0379,0.0000,2931.0379,0.9763,2605.4003,1620.0001,3067.9816,13.4733,300.0000,180.0000,349.8571
5.541667,2955.6772,0.0000,2955.6772,0.9851,2640.1922,1620.0001,3097.5822,13.5942,300.0000,180.0000,349.8571
5.583333,2966.0629,0.0000,2966.0629,0.9888,2654.8634,1620.0001,3110.0964,13.6448,300.0000,180.0000,349.8571
5.625000,2974.4253,0.0000,2974.4253,0.9917,2666.6759,1620.0001,3120.1860,13.6855,300.0000,180.0000,349.8571
5.666667,2989.0024,0.0000,2989.0024,0.9968,2687.2713,1620.0001,3137.8061,13.7561,300.0000,180.0000,349.8571
5.708333,3008.3244,0.0000,3008.3244,1.0036,2714.5758,1620.0001,3161.2216,13.8491,300.0000,180.0000,349.8571
5.750000,3032.2807,0.0000,3032.2807,1.0119,2748.4367,1620.0001,3190.3456,13.9636,300.0000,180.0000,349.8571
5.791667,3059.8389,0.0000,3059.8389,1.0213,2787.3983,1620.0001,3223.9711,14.0942,300.0000,180.0000,349.8571
5.833333,3088.7617,0.0000,3088.7617,1.0312,2828.3009,1620.0001,3259.3996,14.2300,300.0000,180.0000,349.8571
5.875000,3115.9575,0.0000,3115.9575,1.0403,2866.7690,1620.0001,3292.8354,14.3565,300.0000,180.0000,349.8571
5.916667,3134.5083,0.0000,3134.5083,1.0465,2893.0147,1620.0001,3315.7102,14.4422,300.0000,180.0000,349.8571
5.958333,3135.9962,0.0000,3135.9962,1.0470,2895.1195,1620.0001,3317.5468,14.4491,300.0000,180.0000,349.8571
6.000000,3116.3643,0.0000,3116.3643,1.0405,2867.3445,1620.0001,3293.3364,14.3584,300.0000,180.0000,349.8571
6.041667,3082.0398,0.0000,3082.0398,1.0289,2818.7933,1620.0001,3251.1530,14.1985,300.0000,180.0000,349.8571
6.083333,3047.8964,0.0000,3047.8964,1.0172,2770.5130,1620.0001,3209.3835,14.0377,300.0000,180.0000,349.8571
6.125000,3025.2874,0.0000,3025.2874,1.0094,2738.5515,1620.0001,3181.8335,13.9302,300.0000,180.0000,349.8571
6.166667,3016.5752,0.0000,3016.5752,1.0064,2726.2373,1620.0001,3171.2411,13.8886,300.0000,180.0000,349.8571
6.208333,3014.9933,0.0000,3014.9933,1.0059,2723.9998,1620.0001,3169.3178,13.8810,300.0000,180.0000,349.8571
6.250000,3016.5941,0.0000,3016.5941,1.0064,2726.2644,1620.0001,3171.2644,13.8887,300.0000,180.0000,349.8571
6.291667,3016.8146,0.0000,3016.8146,1.0065,2726.5757,1620.0001,3171.5320,13.8898,300.0000,180.0000,349.8571
6.333333,3010.8915,0.0000,3010.8915,1.0044,2718.2053,1620.0001,3164.3388,13.8614,300.0000,180.0000,349.8571
6.375000,2997.6162,0.0000,2997.6162,0.9998,2699.4446,1620.0001,3148.2378,13.7976,300.0000,180.0000,349.8571
6.416667,2979.9782,0.0000,2979.9782,0.9937,2674.5213,1620.0001,3126.8937,13.7124,300.0000,180.0000,349.8571
6.458333,2963.4501,0.0000,2963.4501,0.9878,2651.1715,1620.0001,3106.9455,13.6321,300.0000,180.0000,349.8571
6.500000,2953.1954,0.0000,2953.1954,0.9842,2636.6865,1620.0001,3094.5946,13.5821,300.0000,180.0000,349.8571
6.541667,2949.6923,0.0000,2949.6923,0.9830,2631.7390,1620.0001,3090.3803,13.5649,300.0000,180.0000,349.8571
6.583333,2950.2136,0.0000,2950.2136,0.9832,2632.4751,1620.0001,3091.0072,13.5675,300.0000,180.0000,349.8571
6.625000,2953.2341,0.0000,2953.2341,0.9842,2636.7413,1620.0001,3094.6413,13.5822,300.0000,180.0000,349.8571
6.666667,2957.2050,0.0000,2957.2050,0.9856,2642.3502,1620.0001,3099.4217,13.6017,300.0000,180.0000,349.8571
6.708333,2961.2225,0.0000,2961.2225,0.9870,2648.0251,1620.0001,3104.2612,13.6213,300.0000,180.0000,349.8571
6.750000,2964.8745,0.0000,2964.8745,0.9883,2653.1841,1620.0001,3108.6631,13.6391,300.0000,180.0000,349.8571
6.791667,2967.9695,0.0000,2967.9695,0.9894,2657.5567,1620.0001,3112.3959,13.6541,300.0000,180.0000,349.8571
6.833333,2969.7313,0.0000,2969.7313,0.9900,2660.0449,1620.0001,3114.5207,13.6627,300.0000,180.0000,349.8571
6.875000,2969.9858,0.0000,2969.9858,0.9901,2660.4044,1620.0001,3114.8277,13.6639,300.0000,180.0000,349.8571
6.916667,2969.8772,0.0000,2969.8772,0.9901,2660.2507,1620.0001,3114.6964,13.6634,300.0000,180.0000,349.8571
6.958333,2970.6131,0.0000,2970.6131,0.9904,2661.2904,1620.0001,3115.5845,13.6670,300.0000,180.0000,349.8571
7.000000,2971.7033,0.0000,2971.7033,0.9907,2662.8304,1620.0001,3116.9000,13.6723,300.0000,180.0000,349.8571
7.041667,2973.1092,0.0000,2973.1092,0.9912,2664.8169,1620.0001,3118.5973,13.6791,300.0000,180.0000,349.8571
7.083333,2974.9125,0.0000,2974.9125,0.9919,2667.3645,1620.0001,3120.7745,13.6879,300.0000,180.0000,349.8571
7.125000,2977.1450,0.0000,2977.1450,0.9927,2670.5183,1620.0001,3123.4705,13.6987,300.0000,180.0000,349.8571
7.166667,2979.6345,0.0000,2979.6345,0.9935,2674.0353,1620.0001,3126.4780,13.7107,300.0000,180.0000,349.8571
7.208333,2982.0732,0.0000,2982.0732,0.9944,2677.4815,1620.0001,3129.4260,13.7226,300.0000,180.0000,349.8571
7.250000,2984.0033,0.0000,2984.0033,0.9951,2680.2090,1620.0001,3131.7599,13.7319,300.0000,180.0000,349.8571
7.291667,2984.6821,0.0000,2984.6821,0.9953,2681.1687,1620.0001,3132.5814,13.7352,300.0000,180.0000,349.8571
7.333333,2983.9252,0.0000,2983.9252,0.9950,2680.0980,1620.0001,3131.6649,13.7315,300.0000,180.0000,349.8571
7.375000,2982.2737,0.0000,2982.2737,0.9945,2677.7645,1620.0001,3129.6682,13.7235,300.0000,180.0000,349.8571
7.416667,2980.7055,0.0000,2980.7055,0.9939,2675.5486,1620.0001,3127.7724,13.7159,300.0000,180.0000,349.8571
7.458333,2979.6135,0.0000,2979.6135,0.9935,2674.0057,1620.0001,3126.4527,13.7106,300.0000,180.0000,349.8571
7.500000,2978.8994,0.0000,2978.8994,0.9933,2672.9971,1620.0001,3125.5901,13.7072,300.0000,180.0000,349.8571
7.541667,2978.5759,0.0000,2978.5759,0.9932,2672.5405,1620.0001,3125.1996,13.7056,300.0000,180.0000,349.8571
7.583333,2978.5961,0.0000,2978.5961,0.9932,2672.5685,1620.0001,3125.2236,13.7057,300.0000,180.0000,349.8571
7.625000,2978.7935,0.0000,2978.7935,0.9932,2672.8474,1620.0001,3125.4621,13.7067,300.0000,180.0000,349.8571
7.666667,2979.0176,0.0000,2979.0176,0.9933,2673.1642,1620.0001,3125.7330,13.7078,300.0000,180.0000,349.8571
7.708333,2979.1372,0.0000,2979.1372,0.9934,2673.3326,1620.0001,3125.8771,13.7083,300.0000,180.0000,349.8571
7.750000,2979.0655,0.0000,2979.0655,0.9933,2673.2321,1620.0001,3125.7911,13.7080,300.0000,180.0000,349.8571
7.791667,2978.7882,0.0000,2978.7882,0.9932,2672.8403,1620.0001,3125.4561,13.7066,300.0000,180.0000,349.8571
7.833333,2978.3369,0.0000,2978.3369,0.9931,2672.2036,1620.0001,3124.9116,13.7045,300.0000,180.0000,349.8571
7.875000,2977.7922,0.0000,2977.7922,0.9929,2671.4327,1620.0001,3124.2524,13.7018,300.0000,180.0000,349.8571
7.916667,2977.2133,0.0000,2977.2133,0.9927,2670.6150,1620.0001,3123.5532,13.6990,300.0000,180.0000,349.8571
7.958333,2976.6855,0.0000,2976.6855,0.9925,2669.8690,1620.0001,3122.9155,13.6965,300.0000,180.0000,349.8571
8.000000,2976.2772,0.0000,2976.2772,0.9924,2669.2924,1620.0001,3122.4225,13.6945,300.0000,180.0000,349.8571
8.041667,2976.0424,0.0000,2976.0424,0.9923,2668.9606,1620.0001,3122.1388,13.6933,300.0000,180.0000,349.8571
8.083333,2975.9918,0.0000,2975.9918,0.9923,2668.8892,1620.0001,3122.0778,13.6931,300.0000,180.0000,349.8571
8.125000,2976.1148,0.0000,2976.1148,0.9923,2669.0630,1620.0001,3122.2264,13.6937,300.0000,180.0000,349.8571
8.166667,2976.3678,0.0000,2976.3678,0.9924,2669.4202,1620.0001,3122.5318,13.6949,300.0000,180.0000,349.8571
8.208333,2976.6760,0.0000,2976.6760,0.9925,2669.8555,1620.0001,3122.9039,13.6964,300.0000,180.0000,349.8571
8.250000,2976.9646,0.0000,2976.9646,0.9926,2670.2635,1620.0001,3123.2527,13.6978,300.0000,180.0000,349.8571
8.291667,2977.1723,0.0000,2977.1723,0.9927,2670.5572,1620.0001,3123.5038,13.6988,300.0000,180.0000,349.8571
8.333333,2977.2579,0.0000,2977.2579,0.9927,2670.6781,1620.0001,3123.6072,13.6992,300.0000,180.0000,349.8571
8.375000,2977.2236,0.0000,2977.2236,0.9927,2670.6295,1620.0001,3123.5656,13.6991,300.0000,180.0000,349.8571
8.416667,2977.0979,0.0000,2977.0979,0.9926,2670.4519,1620.0001,3123.4138,13.6985,300.0000,180.0000,349.8571
8.458333,2976.9283,0.0000,2976.9283,0.9926,2670.2124,1620.0001,3123.2090,13.6976,300.0000,180.0000,349.8571
8.500000,2976.7757,0.0000,2976.7757,0.9925,2669.9961,1620.0001,3123.0241,13.6969,300.0000,180.0000,349.8571
8.541667,2976.6830,0.0000,2976.6830,0.9925,2669.8662,1620.0001,3122.9130,13.6964,300.0000,180.0000,349.8571
8.583333,2976.6832,0.0000,2976.6832,0.9925,2669.8662,1620.0001,3122.9130,13.6964,300.0000,180.0000,349.8571
8.625000,2976.7723,0.0000,2976.7723,0.9925,2669.9919,1620.0001,3123.0205,13.6969,300.0000,180.0000,349.8571
